,Tissue,Delivery,Date,Animal,Sex,Test,Function,Parent,SI,LI,Barcode_number,Barcode_Allele,Allele_String,Test_Allele,Animal_Allele,Tissue_Allele
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_1,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,1,1_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_2,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,2,2_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_3,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,3,3_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_4,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,4,4_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_5,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,5,5_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_6,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,6,6_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_7,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,7,7_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_8,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,8,8_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_9,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,9,9_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_10,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,10,10_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_11,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,11,11_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_12,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,12,12_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_13,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,13,13_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_14,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,14,14_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_15,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,15,15_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_16,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,16,16_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_17,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,17,17_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_18,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,18,18_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_19,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,19,19_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_20,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,20,20_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_21,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,21,21_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_22,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,22,22_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_23,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,23,23_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_24,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,24,24_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_25,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,25,25_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_26,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,26,26_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_27,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,27,27_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_28,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,28,28_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_29,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,29,29_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_30,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,30,30_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_31,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,31,31_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_ALT_Barcode_32,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,32,32_ALT,ALT,ZC116-MPRA3-AP1121-26-SI_ALT,AP1121_ALT,Small_Intestine_ALT
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_1,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,1,1_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_2,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,2,2_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_3,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,3,3_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_4,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,4,4_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_5,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,5,5_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_6,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,6,6_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_7,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,7,7_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_8,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,8,8_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_9,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,9,9_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_10,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,10,10_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_11,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,11,11_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_12,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,12,12_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_13,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,13,13_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_14,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,14,14_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_15,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,15,15_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_16,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,16,16_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_17,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,17,17_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_18,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,18,18_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_19,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,19,19_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_20,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,20,20_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_21,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,21,21_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_22,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,22,22_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_23,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,23,23_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_24,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,24,24_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_25,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,25,25_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_26,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,26,26_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_27,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,27,27_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_28,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,28,28_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_29,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,29,29_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_30,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,30,30_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_31,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,31,31_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC116-MPRA3-AP1121-26-SI_REF_Barcode_32,Small_Intestine,AAV-PHP-EB,,AP1121,F,ZC116-MPRA3-AP1121-26-SI,Gut,Gut,1,0,32,32_REF,REF,ZC116-MPRA3-AP1121-26-SI_REF,AP1121_REF,Small_Intestine_REF
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_1,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,1,1_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_2,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,2,2_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_3,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,3,3_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_4,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,4,4_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_5,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,5,5_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_6,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,6,6_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_7,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,7,7_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_8,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,8,8_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_9,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,9,9_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_10,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,10,10_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_11,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,11,11_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_12,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,12,12_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_13,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,13,13_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_14,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,14,14_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_15,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,15,15_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_16,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,16,16_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_17,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,17,17_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_18,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,18,18_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_19,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,19,19_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
ZC118-MPRA3-AP1120-26-SI_ALT_Barcode_20,Small_Intestine,AAV-PHP-EB,,AP1120,F,ZC118-MPRA3-AP1120-26-SI,Gut,Gut,1,0,20,20_ALT,ALT,ZC118-MPRA3-AP1120-26-SI_ALT,AP1120_ALT,Small_Intestine_ALT
