,Tissue,Delivery,Date,Animal,Sex,Test,Function,Parent,Neuron,Replicate,RT_reaction,Barcode_number,Barcode_Allele,Allele_String,Test_Allele,Animal_Allele,Tissue_Allele
Rep2_iPSCNeuron_ZC131_R_REF_Barcode_32,iPSCNeuron,MPRA,,Rep2,,Rep2_iPSCNeuron_ZC131_R,Neuron,Neuron,1,2,Rep2_iPSCNeuron_ZC131_R,32,32_REF,REF,Rep2_iPSCNeuron_ZC131_R_REF,Rep2_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_1,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,1,1_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_2,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,2,2_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_3,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,3,3_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_4,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,4,4_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_5,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,5,5_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_6,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,6,6_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_7,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,7,7_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_8,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,8,8_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_9,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,9,9_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_10,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,10,10_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_11,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,11,11_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_12,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,12,12_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_13,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,13,13_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_14,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,14,14_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_15,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,15,15_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_16,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,16,16_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_17,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,17,17_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_18,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,18,18_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_19,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,19,19_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_20,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,20,20_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_21,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,21,21_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_22,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,22,22_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_23,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,23,23_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_24,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,24,24_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_25,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,25,25_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_26,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,26,26_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_27,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,27,27_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_28,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,28,28_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_29,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,29,29_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_30,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,30,30_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_31,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,31,31_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_32,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,32,32_ALT,ALT,Rep3_iPSCNeuron_ZC132_R_ALT,Rep3_ALT,iPSCNeuron_ALT
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_1,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,1,1_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_2,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,2,2_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_3,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,3,3_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_4,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,4,4_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_5,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,5,5_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_6,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,6,6_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_7,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,7,7_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_8,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,8,8_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_9,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,9,9_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_10,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,10,10_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_11,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,11,11_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_12,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,12,12_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_13,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,13,13_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_14,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,14,14_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_15,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,15,15_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_16,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,16,16_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_17,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,17,17_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_18,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,18,18_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_19,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,19,19_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_20,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,20,20_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_21,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,21,21_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_22,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,22,22_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_23,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,23,23_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_24,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,24,24_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_25,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,25,25_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_26,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,26,26_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_27,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,27,27_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_28,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,28,28_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_29,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,29,29_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_30,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,30,30_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
Rep3_iPSCNeuron_ZC132_R_REF_Barcode_31,iPSCNeuron,MPRA,,Rep3,,Rep3_iPSCNeuron_ZC132_R,Neuron,Neuron,1,3,Rep3_iPSCNeuron_ZC132_R,31,31_REF,REF,Rep3_iPSCNeuron_ZC132_R_REF,Rep3_REF,iPSCNeuron_REF
