,Tissue,Delivery,Date,Animal,Test,Function,Parent,IFNB,IFNG,LPSIFNG,Naive_Macrophage,THP1_Monocytes,Barcode_number,Barcode_Allele,Allele_String,Test_Allele,Animal_Allele,Tissue_Allele,Sex,Striatum,Hippocampus,Cortex,RT_reaction,Allele,Striatum_interaction,Hippocampus_interaction,Cortex_interaction,Parent_Allele,Brain_interaction
ZC100-MPRA3-AP1134-26-Striatum_REF_Barcode_3,Striatum,AAV-PHP-EB,,AP1134,ZC100R-MPRA3-AP1134-26-Striatum,Brain,Brain,,,,,,3,3_REF,REF,ZC100R-MPRA3-AP1134-26-Striatum_REF,AP1134_REF,Striatum_REF,M,1.0,0.0,0.0,AP1134Striatum,0.0,0.0,0.0,0.0,Brain_REF,0
ZC100-MPRA3-AP1134-26-Striatum_REF_Barcode_4,Striatum,AAV-PHP-EB,,AP1134,ZC100R-MPRA3-AP1134-26-Striatum,Brain,Brain,,,,,,4,4_REF,REF,ZC100R-MPRA3-AP1134-26-Striatum_REF,AP1134_REF,Striatum_REF,M,1.0,0.0,0.0,AP1134Striatum,0.0,0.0,0.0,0.0,Brain_REF,0
ZC100-MPRA3-AP1134-26-Striatum_REF_Barcode_5,Striatum,AAV-PHP-EB,,AP1134,ZC100R-MPRA3-AP1134-26-Striatum,Brain,Brain,,,,,,5,5_REF,REF,ZC100R-MPRA3-AP1134-26-Striatum_REF,AP1134_REF,Striatum_REF,M,1.0,0.0,0.0,AP1134Striatum,0.0,0.0,0.0,0.0,Brain_REF,0
ZC101-MPRA3-AP1134-26-Hippocampus_ALT_Barcode_1,Hippocampus,AAV-PHP-EB,,AP1134,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,,,,,,1,1_ALT,ALT,ZC101R-MPRA3-AP1134-26-Hippocampus_ALT,AP1134_ALT,Hippocampus_ALT,M,0.0,1.0,0.0,AP1134Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC101-MPRA3-AP1134-26-Hippocampus_ALT_Barcode_2,Hippocampus,AAV-PHP-EB,,AP1134,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,,,,,,2,2_ALT,ALT,ZC101R-MPRA3-AP1134-26-Hippocampus_ALT,AP1134_ALT,Hippocampus_ALT,M,0.0,1.0,0.0,AP1134Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC101-MPRA3-AP1134-26-Hippocampus_ALT_Barcode_3,Hippocampus,AAV-PHP-EB,,AP1134,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,,,,,,3,3_ALT,ALT,ZC101R-MPRA3-AP1134-26-Hippocampus_ALT,AP1134_ALT,Hippocampus_ALT,M,0.0,1.0,0.0,AP1134Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC101-MPRA3-AP1134-26-Hippocampus_ALT_Barcode_4,Hippocampus,AAV-PHP-EB,,AP1134,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,,,,,,4,4_ALT,ALT,ZC101R-MPRA3-AP1134-26-Hippocampus_ALT,AP1134_ALT,Hippocampus_ALT,M,0.0,1.0,0.0,AP1134Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC101-MPRA3-AP1134-26-Hippocampus_ALT_Barcode_5,Hippocampus,AAV-PHP-EB,,AP1134,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,,,,,,5,5_ALT,ALT,ZC101R-MPRA3-AP1134-26-Hippocampus_ALT,AP1134_ALT,Hippocampus_ALT,M,0.0,1.0,0.0,AP1134Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_1,Hippocampus,AAV-PHP-EB,,AP1134,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,,,,,,1,1_REF,REF,ZC101R-MPRA3-AP1134-26-Hippocampus_REF,AP1134_REF,Hippocampus_REF,M,0.0,1.0,0.0,AP1134Hippocampus,0.0,0.0,0.0,0.0,Brain_REF,0
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_2,Hippocampus,AAV-PHP-EB,,AP1134,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,,,,,,2,2_REF,REF,ZC101R-MPRA3-AP1134-26-Hippocampus_REF,AP1134_REF,Hippocampus_REF,M,0.0,1.0,0.0,AP1134Hippocampus,0.0,0.0,0.0,0.0,Brain_REF,0
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_3,Hippocampus,AAV-PHP-EB,,AP1134,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,,,,,,3,3_REF,REF,ZC101R-MPRA3-AP1134-26-Hippocampus_REF,AP1134_REF,Hippocampus_REF,M,0.0,1.0,0.0,AP1134Hippocampus,0.0,0.0,0.0,0.0,Brain_REF,0
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_4,Hippocampus,AAV-PHP-EB,,AP1134,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,,,,,,4,4_REF,REF,ZC101R-MPRA3-AP1134-26-Hippocampus_REF,AP1134_REF,Hippocampus_REF,M,0.0,1.0,0.0,AP1134Hippocampus,0.0,0.0,0.0,0.0,Brain_REF,0
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_5,Hippocampus,AAV-PHP-EB,,AP1134,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,,,,,,5,5_REF,REF,ZC101R-MPRA3-AP1134-26-Hippocampus_REF,AP1134_REF,Hippocampus_REF,M,0.0,1.0,0.0,AP1134Hippocampus,0.0,0.0,0.0,0.0,Brain_REF,0
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_1,Cortex,AAV-PHP-EB,,AP1120,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,,,,,,1,1_ALT,ALT,ZC103R-MPRA3-AP1120-26-Cortex_ALT,AP1120_ALT,Cortex_ALT,F,0.0,0.0,1.0,AP1120Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_2,Cortex,AAV-PHP-EB,,AP1120,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,,,,,,2,2_ALT,ALT,ZC103R-MPRA3-AP1120-26-Cortex_ALT,AP1120_ALT,Cortex_ALT,F,0.0,0.0,1.0,AP1120Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_3,Cortex,AAV-PHP-EB,,AP1120,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,,,,,,3,3_ALT,ALT,ZC103R-MPRA3-AP1120-26-Cortex_ALT,AP1120_ALT,Cortex_ALT,F,0.0,0.0,1.0,AP1120Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_4,Cortex,AAV-PHP-EB,,AP1120,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,,,,,,4,4_ALT,ALT,ZC103R-MPRA3-AP1120-26-Cortex_ALT,AP1120_ALT,Cortex_ALT,F,0.0,0.0,1.0,AP1120Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_5,Cortex,AAV-PHP-EB,,AP1120,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,,,,,,5,5_ALT,ALT,ZC103R-MPRA3-AP1120-26-Cortex_ALT,AP1120_ALT,Cortex_ALT,F,0.0,0.0,1.0,AP1120Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC103-MPRA3-AP1120-26-Cortex_REF_Barcode_1,Cortex,AAV-PHP-EB,,AP1120,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,,,,,,1,1_REF,REF,ZC103R-MPRA3-AP1120-26-Cortex_REF,AP1120_REF,Cortex_REF,F,0.0,0.0,1.0,AP1120Cortex,0.0,0.0,0.0,0.0,Brain_REF,0
ZC103-MPRA3-AP1120-26-Cortex_REF_Barcode_2,Cortex,AAV-PHP-EB,,AP1120,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,,,,,,2,2_REF,REF,ZC103R-MPRA3-AP1120-26-Cortex_REF,AP1120_REF,Cortex_REF,F,0.0,0.0,1.0,AP1120Cortex,0.0,0.0,0.0,0.0,Brain_REF,0
ZC103-MPRA3-AP1120-26-Cortex_REF_Barcode_3,Cortex,AAV-PHP-EB,,AP1120,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,,,,,,3,3_REF,REF,ZC103R-MPRA3-AP1120-26-Cortex_REF,AP1120_REF,Cortex_REF,F,0.0,0.0,1.0,AP1120Cortex,0.0,0.0,0.0,0.0,Brain_REF,0
ZC103-MPRA3-AP1120-26-Cortex_REF_Barcode_4,Cortex,AAV-PHP-EB,,AP1120,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,,,,,,4,4_REF,REF,ZC103R-MPRA3-AP1120-26-Cortex_REF,AP1120_REF,Cortex_REF,F,0.0,0.0,1.0,AP1120Cortex,0.0,0.0,0.0,0.0,Brain_REF,0
ZC103-MPRA3-AP1120-26-Cortex_REF_Barcode_5,Cortex,AAV-PHP-EB,,AP1120,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,,,,,,5,5_REF,REF,ZC103R-MPRA3-AP1120-26-Cortex_REF,AP1120_REF,Cortex_REF,F,0.0,0.0,1.0,AP1120Cortex,0.0,0.0,0.0,0.0,Brain_REF,0
ZC104-MPRA3-AP1120-26-Striatum_ALT_Barcode_1,Striatum,AAV-PHP-EB,,AP1120,ZC104R-MPRA3-AP1120-26-Striatum,Brain,Brain,,,,,,1,1_ALT,ALT,ZC104R-MPRA3-AP1120-26-Striatum_ALT,AP1120_ALT,Striatum_ALT,F,1.0,0.0,0.0,AP1120Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
ZC104-MPRA3-AP1120-26-Striatum_ALT_Barcode_2,Striatum,AAV-PHP-EB,,AP1120,ZC104R-MPRA3-AP1120-26-Striatum,Brain,Brain,,,,,,2,2_ALT,ALT,ZC104R-MPRA3-AP1120-26-Striatum_ALT,AP1120_ALT,Striatum_ALT,F,1.0,0.0,0.0,AP1120Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
ZC104-MPRA3-AP1120-26-Striatum_ALT_Barcode_3,Striatum,AAV-PHP-EB,,AP1120,ZC104R-MPRA3-AP1120-26-Striatum,Brain,Brain,,,,,,3,3_ALT,ALT,ZC104R-MPRA3-AP1120-26-Striatum_ALT,AP1120_ALT,Striatum_ALT,F,1.0,0.0,0.0,AP1120Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
ZC104-MPRA3-AP1120-26-Striatum_ALT_Barcode_4,Striatum,AAV-PHP-EB,,AP1120,ZC104R-MPRA3-AP1120-26-Striatum,Brain,Brain,,,,,,4,4_ALT,ALT,ZC104R-MPRA3-AP1120-26-Striatum_ALT,AP1120_ALT,Striatum_ALT,F,1.0,0.0,0.0,AP1120Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
ZC104-MPRA3-AP1120-26-Striatum_ALT_Barcode_5,Striatum,AAV-PHP-EB,,AP1120,ZC104R-MPRA3-AP1120-26-Striatum,Brain,Brain,,,,,,5,5_ALT,ALT,ZC104R-MPRA3-AP1120-26-Striatum_ALT,AP1120_ALT,Striatum_ALT,F,1.0,0.0,0.0,AP1120Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
ZC104-MPRA3-AP1120-26-Striatum_REF_Barcode_1,Striatum,AAV-PHP-EB,,AP1120,ZC104R-MPRA3-AP1120-26-Striatum,Brain,Brain,,,,,,1,1_REF,REF,ZC104R-MPRA3-AP1120-26-Striatum_REF,AP1120_REF,Striatum_REF,F,1.0,0.0,0.0,AP1120Striatum,0.0,0.0,0.0,0.0,Brain_REF,0
ZC104-MPRA3-AP1120-26-Striatum_REF_Barcode_2,Striatum,AAV-PHP-EB,,AP1120,ZC104R-MPRA3-AP1120-26-Striatum,Brain,Brain,,,,,,2,2_REF,REF,ZC104R-MPRA3-AP1120-26-Striatum_REF,AP1120_REF,Striatum_REF,F,1.0,0.0,0.0,AP1120Striatum,0.0,0.0,0.0,0.0,Brain_REF,0
ZC104-MPRA3-AP1120-26-Striatum_REF_Barcode_3,Striatum,AAV-PHP-EB,,AP1120,ZC104R-MPRA3-AP1120-26-Striatum,Brain,Brain,,,,,,3,3_REF,REF,ZC104R-MPRA3-AP1120-26-Striatum_REF,AP1120_REF,Striatum_REF,F,1.0,0.0,0.0,AP1120Striatum,0.0,0.0,0.0,0.0,Brain_REF,0
ZC104-MPRA3-AP1120-26-Striatum_REF_Barcode_4,Striatum,AAV-PHP-EB,,AP1120,ZC104R-MPRA3-AP1120-26-Striatum,Brain,Brain,,,,,,4,4_REF,REF,ZC104R-MPRA3-AP1120-26-Striatum_REF,AP1120_REF,Striatum_REF,F,1.0,0.0,0.0,AP1120Striatum,0.0,0.0,0.0,0.0,Brain_REF,0
ZC104-MPRA3-AP1120-26-Striatum_REF_Barcode_5,Striatum,AAV-PHP-EB,,AP1120,ZC104R-MPRA3-AP1120-26-Striatum,Brain,Brain,,,,,,5,5_REF,REF,ZC104R-MPRA3-AP1120-26-Striatum_REF,AP1120_REF,Striatum_REF,F,1.0,0.0,0.0,AP1120Striatum,0.0,0.0,0.0,0.0,Brain_REF,0
ZC105-MPRA3-AP1120-26-Hippocampus_ALT_Barcode_1,Hippocampus,AAV-PHP-EB,,AP1120,ZC105R-MPRA3-AP1120-26-Hippocampus,Brain,Brain,,,,,,1,1_ALT,ALT,ZC105R-MPRA3-AP1120-26-Hippocampus_ALT,AP1120_ALT,Hippocampus_ALT,F,0.0,1.0,0.0,AP1120Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC105-MPRA3-AP1120-26-Hippocampus_ALT_Barcode_2,Hippocampus,AAV-PHP-EB,,AP1120,ZC105R-MPRA3-AP1120-26-Hippocampus,Brain,Brain,,,,,,2,2_ALT,ALT,ZC105R-MPRA3-AP1120-26-Hippocampus_ALT,AP1120_ALT,Hippocampus_ALT,F,0.0,1.0,0.0,AP1120Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC105-MPRA3-AP1120-26-Hippocampus_ALT_Barcode_3,Hippocampus,AAV-PHP-EB,,AP1120,ZC105R-MPRA3-AP1120-26-Hippocampus,Brain,Brain,,,,,,3,3_ALT,ALT,ZC105R-MPRA3-AP1120-26-Hippocampus_ALT,AP1120_ALT,Hippocampus_ALT,F,0.0,1.0,0.0,AP1120Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC105-MPRA3-AP1120-26-Hippocampus_ALT_Barcode_4,Hippocampus,AAV-PHP-EB,,AP1120,ZC105R-MPRA3-AP1120-26-Hippocampus,Brain,Brain,,,,,,4,4_ALT,ALT,ZC105R-MPRA3-AP1120-26-Hippocampus_ALT,AP1120_ALT,Hippocampus_ALT,F,0.0,1.0,0.0,AP1120Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC105-MPRA3-AP1120-26-Hippocampus_ALT_Barcode_5,Hippocampus,AAV-PHP-EB,,AP1120,ZC105R-MPRA3-AP1120-26-Hippocampus,Brain,Brain,,,,,,5,5_ALT,ALT,ZC105R-MPRA3-AP1120-26-Hippocampus_ALT,AP1120_ALT,Hippocampus_ALT,F,0.0,1.0,0.0,AP1120Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC105-MPRA3-AP1120-26-Hippocampus_REF_Barcode_1,Hippocampus,AAV-PHP-EB,,AP1120,ZC105R-MPRA3-AP1120-26-Hippocampus,Brain,Brain,,,,,,1,1_REF,REF,ZC105R-MPRA3-AP1120-26-Hippocampus_REF,AP1120_REF,Hippocampus_REF,F,0.0,1.0,0.0,AP1120Hippocampus,0.0,0.0,0.0,0.0,Brain_REF,0
ZC105-MPRA3-AP1120-26-Hippocampus_REF_Barcode_2,Hippocampus,AAV-PHP-EB,,AP1120,ZC105R-MPRA3-AP1120-26-Hippocampus,Brain,Brain,,,,,,2,2_REF,REF,ZC105R-MPRA3-AP1120-26-Hippocampus_REF,AP1120_REF,Hippocampus_REF,F,0.0,1.0,0.0,AP1120Hippocampus,0.0,0.0,0.0,0.0,Brain_REF,0
ZC105-MPRA3-AP1120-26-Hippocampus_REF_Barcode_3,Hippocampus,AAV-PHP-EB,,AP1120,ZC105R-MPRA3-AP1120-26-Hippocampus,Brain,Brain,,,,,,3,3_REF,REF,ZC105R-MPRA3-AP1120-26-Hippocampus_REF,AP1120_REF,Hippocampus_REF,F,0.0,1.0,0.0,AP1120Hippocampus,0.0,0.0,0.0,0.0,Brain_REF,0
ZC105-MPRA3-AP1120-26-Hippocampus_REF_Barcode_4,Hippocampus,AAV-PHP-EB,,AP1120,ZC105R-MPRA3-AP1120-26-Hippocampus,Brain,Brain,,,,,,4,4_REF,REF,ZC105R-MPRA3-AP1120-26-Hippocampus_REF,AP1120_REF,Hippocampus_REF,F,0.0,1.0,0.0,AP1120Hippocampus,0.0,0.0,0.0,0.0,Brain_REF,0
ZC105-MPRA3-AP1120-26-Hippocampus_REF_Barcode_5,Hippocampus,AAV-PHP-EB,,AP1120,ZC105R-MPRA3-AP1120-26-Hippocampus,Brain,Brain,,,,,,5,5_REF,REF,ZC105R-MPRA3-AP1120-26-Hippocampus_REF,AP1120_REF,Hippocampus_REF,F,0.0,1.0,0.0,AP1120Hippocampus,0.0,0.0,0.0,0.0,Brain_REF,0
ZC107-MPRA3-AP1121-26-Cortex_ALT_Barcode_1,Cortex,AAV-PHP-EB,,AP1121,ZC107R-MPRA3-AP1121-26-Cortex,Brain,Brain,,,,,,1,1_ALT,ALT,ZC107R-MPRA3-AP1121-26-Cortex_ALT,AP1121_ALT,Cortex_ALT,F,0.0,0.0,1.0,AP1121Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC107-MPRA3-AP1121-26-Cortex_ALT_Barcode_2,Cortex,AAV-PHP-EB,,AP1121,ZC107R-MPRA3-AP1121-26-Cortex,Brain,Brain,,,,,,2,2_ALT,ALT,ZC107R-MPRA3-AP1121-26-Cortex_ALT,AP1121_ALT,Cortex_ALT,F,0.0,0.0,1.0,AP1121Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC107-MPRA3-AP1121-26-Cortex_ALT_Barcode_3,Cortex,AAV-PHP-EB,,AP1121,ZC107R-MPRA3-AP1121-26-Cortex,Brain,Brain,,,,,,3,3_ALT,ALT,ZC107R-MPRA3-AP1121-26-Cortex_ALT,AP1121_ALT,Cortex_ALT,F,0.0,0.0,1.0,AP1121Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC107-MPRA3-AP1121-26-Cortex_ALT_Barcode_4,Cortex,AAV-PHP-EB,,AP1121,ZC107R-MPRA3-AP1121-26-Cortex,Brain,Brain,,,,,,4,4_ALT,ALT,ZC107R-MPRA3-AP1121-26-Cortex_ALT,AP1121_ALT,Cortex_ALT,F,0.0,0.0,1.0,AP1121Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC107-MPRA3-AP1121-26-Cortex_ALT_Barcode_5,Cortex,AAV-PHP-EB,,AP1121,ZC107R-MPRA3-AP1121-26-Cortex,Brain,Brain,,,,,,5,5_ALT,ALT,ZC107R-MPRA3-AP1121-26-Cortex_ALT,AP1121_ALT,Cortex_ALT,F,0.0,0.0,1.0,AP1121Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC107-MPRA3-AP1121-26-Cortex_REF_Barcode_1,Cortex,AAV-PHP-EB,,AP1121,ZC107R-MPRA3-AP1121-26-Cortex,Brain,Brain,,,,,,1,1_REF,REF,ZC107R-MPRA3-AP1121-26-Cortex_REF,AP1121_REF,Cortex_REF,F,0.0,0.0,1.0,AP1121Cortex,0.0,0.0,0.0,0.0,Brain_REF,0
ZC107-MPRA3-AP1121-26-Cortex_REF_Barcode_2,Cortex,AAV-PHP-EB,,AP1121,ZC107R-MPRA3-AP1121-26-Cortex,Brain,Brain,,,,,,2,2_REF,REF,ZC107R-MPRA3-AP1121-26-Cortex_REF,AP1121_REF,Cortex_REF,F,0.0,0.0,1.0,AP1121Cortex,0.0,0.0,0.0,0.0,Brain_REF,0
ZC107-MPRA3-AP1121-26-Cortex_REF_Barcode_3,Cortex,AAV-PHP-EB,,AP1121,ZC107R-MPRA3-AP1121-26-Cortex,Brain,Brain,,,,,,3,3_REF,REF,ZC107R-MPRA3-AP1121-26-Cortex_REF,AP1121_REF,Cortex_REF,F,0.0,0.0,1.0,AP1121Cortex,0.0,0.0,0.0,0.0,Brain_REF,0
ZC107-MPRA3-AP1121-26-Cortex_REF_Barcode_4,Cortex,AAV-PHP-EB,,AP1121,ZC107R-MPRA3-AP1121-26-Cortex,Brain,Brain,,,,,,4,4_REF,REF,ZC107R-MPRA3-AP1121-26-Cortex_REF,AP1121_REF,Cortex_REF,F,0.0,0.0,1.0,AP1121Cortex,0.0,0.0,0.0,0.0,Brain_REF,0
ZC107-MPRA3-AP1121-26-Cortex_REF_Barcode_5,Cortex,AAV-PHP-EB,,AP1121,ZC107R-MPRA3-AP1121-26-Cortex,Brain,Brain,,,,,,5,5_REF,REF,ZC107R-MPRA3-AP1121-26-Cortex_REF,AP1121_REF,Cortex_REF,F,0.0,0.0,1.0,AP1121Cortex,0.0,0.0,0.0,0.0,Brain_REF,0
ZC108-MPRA3-AP1121-26-Striatum_ALT_Barcode_1,Striatum,AAV-PHP-EB,,AP1121,ZC108R-MPRA3-AP1121-26-Striatum,Brain,Brain,,,,,,1,1_ALT,ALT,ZC108R-MPRA3-AP1121-26-Striatum_ALT,AP1121_ALT,Striatum_ALT,F,1.0,0.0,0.0,AP1121Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
ZC108-MPRA3-AP1121-26-Striatum_ALT_Barcode_2,Striatum,AAV-PHP-EB,,AP1121,ZC108R-MPRA3-AP1121-26-Striatum,Brain,Brain,,,,,,2,2_ALT,ALT,ZC108R-MPRA3-AP1121-26-Striatum_ALT,AP1121_ALT,Striatum_ALT,F,1.0,0.0,0.0,AP1121Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
ZC108-MPRA3-AP1121-26-Striatum_ALT_Barcode_3,Striatum,AAV-PHP-EB,,AP1121,ZC108R-MPRA3-AP1121-26-Striatum,Brain,Brain,,,,,,3,3_ALT,ALT,ZC108R-MPRA3-AP1121-26-Striatum_ALT,AP1121_ALT,Striatum_ALT,F,1.0,0.0,0.0,AP1121Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
